Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF
0.069,   0.1, .8125, .8125, .5512, -.551, 0.524, -.524, .1832, -.183
0.069,   0.1, .6875, 0.625, .4149, -.415, .5263, -.526, .4832, -.483
0.069,   0.1, .6875,  0.75, 0.243, -.243, .5434, -.543, .1194, -.119
0.069,   0.1, 0.875,   1.0, .5903, -0.59, .3174, -.317, .3383, -.338
0.069,   0.1,   1.0, .9375, .6097, -0.61, .2329, -.233, -.001, .0011
0.069,   0.1,  0.75, .8125, .1795, -.179, -.088, .0876, 0.164, -.164
0.069,   0.1, 0.875,   1.0, .7616, -.762, .4023, -.402, .1535, -.153
0.069,   0.1,  0.75, .8125, 0.461, -.461, .3244, -.324, .3831, -.383
0.069,   0.1,   1.0, .9375, .9322, -.932, .2774, -.277, .4247, -.425
0.069,   0.1,   1.0, .9375, .4267, -.427, .2754, -.275, .1191, -.119
0.069,   0.1, 0.875, .9375, .5455, -.546, .2769, -.277, .0871, -.087
0.069,   0.1, 0.625, 0.625, 0.422, -.422, .6001,  -0.6, .3664, -.366
0.069,   0.1,   1.0, .9375, .6045, -.604, .3213, -.321, .3538, -.354
0.069,   0.1, .9375,   1.0, .7305, -0.73, .3731, -.373, .1236, -.124
0.069,   0.1,  0.75, 0.625, .3071, -.307, .3502, -0.35, -.034, .0341
0.069,   0.1,   1.0,   1.0, .6291, -.629, .1985, -.199, .3571, -.357
0.069,   0.1,  0.75,  0.75, .6097, -0.61, .5632, -.563, .3776, -.378
0.069,   0.1, .6875,  0.75, .2642, -.264, .1408, -.141, .4523, -.452
0.069,   0.1,   1.0, 0.875, .6005,  -0.6, .2779, -.278, .4143, -.414
0.069,   0.1,  0.75, .9375, .4483, -.448, .1387, -.139, 0.219, -.219
0.069,   0.1,   1.0, .9375, .5913, -.591, .3331, -.333, -.066, 0.066
0.069,   0.1, 0.875, .8125, .5149, -.515, .3887, -.389, .0443, -.044
0.069,   0.1,   1.0, 0.875, .5401, -0.54, .3194, -.319, .2718, -.272
0.069,   0.1, .9375, 0.875, .6718, -.672, 0.381, -.381, .4219, -.422
0.069,   0.1, .8125, .8125, 0.486, -.486, .3704, -0.37, .2435, -.244
0.069,   0.1, .9375,   1.0, .5621, -.562, .3633, -.363, -.059, .0595
0.069,   0.1, .8125, 0.875, .3235, -.323, .3086, -.309, .0278, -.028
0.069,   0.1, .9375, .9375, .6392, -.639, .4258, -.426, .2592, -.259
0.069,   0.1,  0.75, .8125, .4202, -0.42, .3265, -.326, 0.273, -.273
0.069,   0.1, .8125, .9375, .5169, -.517, .4388, -.439, .2763, -.276
0.069,   0.1,   1.0, .9375, .8062, -.806, .2036, -.204, .3122, -.312
0.069,   0.1, .8125, 0.875, .4263, -.426, .3818, -.382, .1142, -.114
0.069,   0.1, .6875,   1.0, .3279, -.328, .2215, -.222, .1819, -.182
0.069,   0.1,  0.75,  0.75, .4501, -0.45, .4254, -.425, -.031, .0305
0.069,   0.1, 0.875, 0.875, .6251, -.625, .5206, -.521, .2766, -.277
0.069,   0.1, 0.625, .6875, .2832, -.283, .1433, -.143, .3389, -.339
0.069,   0.1,   1.0,  0.75, .6227, -.623, .4641, -.464, .2521, -.252
0.069,   0.1,   1.0, .8125, .5552, -.555, .4765, -.477, .1776, -.178
0.069,   0.1,  0.75,  0.75, .3981, -.398, .3261, -.326, .2961, -.296
0.069,   0.1, 0.875, .8125, .4297, -0.43, 0.551, -.551, .0514, -.051
0.069,   0.1,   1.0,   1.0, .6473, -.647, .1725, -.173, .2027, -.203
0.069,   0.1,   1.0,   1.0, .5889, -.589, .2361, -.236, 0.408, -.408
0.069,   0.1, 0.875,  0.75, .4331, -.433, .4879, -.488, .1484, -.148
0.069,   0.1, 0.875, .8125, .5162, -.516, .4453, -.445, .3892, -.389
0.069,   0.1, 0.875, .8125, .4114, -.411, .3338, -.334, .3212, -.321
0.069,   0.1, 0.875, 0.875, .4515, -.451, .3593, -.359, -.168, .1682
0.069,   0.1, .9375, 0.875, .5019, -.502, .1722, -.172, .2925, -.293
0.069,   0.1, .6875, 0.625, 0.401, -.401, .3447, -.345, .6231, -.623
0.069,   0.1, .9375, 0.875, .5265, -.526, .5288, -.529, .1593, -.159
0.069,   0.1,   1.0,   1.0, .7836, -.784, .3576, -.358, .3435, -.343
0.069,   0.1, 0.875, 0.875, 0.666, -.666, .5219, -.522, .2955, -.296
0.069,   0.1,  0.75, 0.875, .2806, -.281, 0.369, -.369, .2259, -.226
0.069,   0.1, .8125,   1.0, .3682, -.368, .3439, -.344, -0.13,  0.13
0.069,   0.1, .8125, .9375,  0.39, -0.39, .3231, -.323, .3945, -.395
0.069,   0.1,  0.75, 0.875, .3583, -.358, .3284, -.328, -.111, .1108
0.069,   0.1,   1.0, 0.875, .5916, -.592, .3396, -0.34, .1866, -.187
0.069,   0.1,  0.75, .6875, .2688, -.269, .5975, -.597, .2723, -.272
0.069,   0.1, .8125, .9375, .5971, -.597, .4673, -.467, .2783, -.278
0.069,   0.1,   1.0,   1.0, .6303, -0.63, .1845, -.185, .3281, -.328
0.069,   0.1, 0.625, .8125, .2951, -.295, .4252, -.425, .1985, -.198
0.069,   0.1,   1.0,   1.0, .5423, -.542, .1796, -0.18, .1507, -.151
0.069,   0.1, .6875, .8125, .3006, -.301, .2081, -.208, .2593, -.259
0.069,   0.1, .6875, .6875, .2006, -.201, .2337, -.234, .4221, -.422
0.069,   0.1,  0.75, .9375, .6134, -.613, .3642, -.364, .2427, -.243
0.069,   0.1, 0.875, .6875, .3783, -.378, .4958, -.496, .2444, -.244
0.069,   0.1, .9375, .9375, .4613, -.461, .3221, -.322, .3567, -.357
0.069,   0.1, 0.875,   1.0, .5372, -.537, .1411, -.141, .3401, -0.34
0.069,   0.1, 0.875,   1.0, .6631, -.663, .3994, -.399, .2768, -.277
0.069,   0.1, 0.875,  0.75, .3755, -.375, .5598, -0.56, .0413, -.041
0.069,   0.1,   0.5, 0.375, .0376, -.038, .2585, -.259, .3405, -0.34
0.069,   0.1, 0.875,  0.75, .2737, -.274, .1661, -.166, .1889, -.189
0.069,   0.1, .8125, .8125, .2231, -.223, .1544, -.154, 0.124, -.124
0.069,   0.1,   1.0,   1.0, 0.657, -.657, .2019, -.202, .2567, -.257
0.069,   0.1, 0.875, .9375, .3894, -.389, 0.201, -.201, .2642, -.264
0.069,   0.1, .8125, .8125, .3319, -.332, .4218, -.422, -.057, .0572
0.069,   0.1, .8125, 0.875, .5616, -.562, .5851, -.585, .1893, -.189
0.069,   0.1,   1.0,   1.0, .6013, -.601, -.032, .0324, .2388, -.239
0.069,   0.1, .6875, 0.625, .3516, -.352, .4571, -.457, .0531, -.053
0.069,   0.1, 0.875,   1.0, .6514, -.651, .2107, -.211, 0.341, -.341
0.069,   0.1, .9375,   1.0, .6978, -.698, .3614, -.361, 0.398, -.398
0.069,   0.1,   1.0,   1.0, .5797, -0.58, .1039, -.104, .1045, -.104
0.069,   0.1,   1.0, .8125, .5455, -.546, .3465, -.346, -.003, 0.003
0.069,   0.1, .6875, .9375, .5581, -.558, .5661, -.566, 0.477, -.477
0.069,   0.1, .6875, .8125, .1786, -.179, .4165, -.417, .0765, -.076
0.069,   0.1, 0.875, 0.875, .5377, -.538, .1876, -.188, .4552, -.455
0.069,   0.1, 0.625,   1.0, .5247, -.525, .3299, -0.33, .1669, -.167
0.069,   0.1,   1.0, 0.875, .4048, -.405, .0768, -.077, .2162, -.216
0.069,   0.1, 0.875, .9375, .5561, -.556, .3646, -.365, .1469, -.147
0.069,   0.1, .8125, 0.875, .6134, -.613, .2129, -.213, .5103, -0.51
0.069,   0.1,  0.75,  0.75, .5285, -.529, .5781, -.578, .3045, -.304
0.069,   0.1,   1.0, 0.875, .6553, -.655, .3431, -.343, .2161, -.216
0.069,   0.1,  0.75, .9375, .3488, -.349, .0782, -.078, .2347, -.235
0.069,   0.1, .8125, .9375, .4081, -.408, .3832, -.383, -.039, .0386
0.069,   0.1, 0.875, .8125, .4196, -0.42, .0354, -.035, .4984, -.498
0.069,   0.1, .6875, .8125, .3299, -0.33, .5528, -.553, .0794, -.079
0.069,   0.1, .9375,   1.0, .5737, -.574, .2155, -.215, .0286, -.029
0.069,   0.1, .8125, .9375, .6522, -.652, .4807, -.481, .4016, -.402
0.069,   0.1, .8125, 0.875, .3986, -.399, .3892, -.389, .0071, -.007
0.069,   0.1, .6875, .6875, .3069, -.307, .3789, -.379, .0872, -.087
0.069,   0.1, .9375, .9375, .6054, -.605, .4018, -.402, .3422, -.342
0.069,   0.1, .8125, 0.625, .4852, -.485, .4739, -.474, .3088, -.309
0.069,   0.1,   1.0, .9375, .7931, -.793, .3936, -.394, .3433, -.343
0.069,   0.1, .8125, 0.875, .5301, -0.53, .4828, -.483, .3878, -.388
0.069,   0.1,   1.0, .9375, .7607, -.761, .3628, -.363, .3492, -.349
0.069,   0.1, 0.625, 0.875, 0.444, -.444, .6716, -.672, .1012, -.101
0.069,   0.1,   1.0, 0.875, .6138, -.614, .2755, -.276, .2063, -.206
0.069,   0.1, .8125, .6875, .4986, -.499, .6684, -.668, .4711, -.471
0.069,   0.1, .8125, .9375, .8085, -.809, .5568, -.557, .0741, -.074
0.069,   0.1, 0.875, .9375, .5528, -.553, .3775, -.377, -.082, .0822
0.069,   0.1, 0.875, .8125, 0.409, -.409, .4743, -.474, .2185, -.219
0.069,   0.1, 0.875, .8125, .4786, -.479, .4078, -.408, .1576, -.158
0.069,   0.1, .6875,  0.75, .3727, -.373, 0.515, -.515, -.295, .2948
0.069,   0.1, 0.875, .9375, .4999,  -0.5, .1703, -0.17, .1662, -.166
0.069,   0.1,   1.0, 0.875, .4586, -.459, .2697, -0.27, .0382, -.038
0.069,   0.1, .9375, .9375, .5261, -.526,  0.27, -0.27, .1166, -.117
0.069,   0.1,   1.0, .9375, .5395, -.539, .2791, -.279, 0.239, -.239
0.069,   0.1, .9375, .9375, .4378, -.438, .1022, -.102, .2967, -.297
0.069,   0.1,   1.0, .9375, .6767, -.677, 0.436, -.436, -.055, .0548
0.069,   0.1,   1.0,   1.0, .7617, -.762, .0183, -.018, 0.229, -.229
0.069,   0.1, .8125,   1.0, .5297, -0.53, .3275, -.327, .2998,  -0.3
0.069,   0.1, 0.875, .9375, .5157, -.516, .5682, -.568, .2385, -.239
0.069,   0.1, 0.875, 0.875, .4867, -.487, .1048, -.105, .2615, -.261
0.069,   0.1,  0.75, 0.875, .2232, -.223, .3352, -.335, .2185, -.219
0.069,   0.1, .9375, .9375, .5688, -.569, .2103, -0.21, .1638, -.164
0.069,   0.1,   1.0, 0.875, .5277, -.528, .0381, -.038, .2186, -.219
0.069,   0.1,   1.0, .9375,  0.71, -0.71, .1384, -.138, .4566, -.457
0.069,   0.1, 0.875,   1.0, .5231, -.523, .1658, -.166, .3101, -0.31
0.069,   0.1, 0.875, .9375, .6296, -0.63, .4632, -.463, .2142, -.214
0.069,   0.1, .9375, .9375, .4303, -0.43, .1877, -.188, .1946, -.195
 0.07,   0.1, .9375,   1.0, .6815, -.682, .3122, -.312, 0.321, -.321
 0.07,   0.1, 0.625, .5625, .1312, -.131, 0.123, -.123, .4276, -.428
 0.07,   0.1,   1.0, .9375, .4303, -0.43, .3133, -.313, -.038, .0381
 0.07,   0.1, .6875, 0.875, .2903, -0.29, .3358, -.336, .2795, -0.28
 0.07,   0.1, 0.875, .9375, .6358, -.636, .3919, -.392, .1802, -0.18
 0.07,   0.1, .6875, .8125, .4402, -0.44, .1858, -.186, .2577, -.258
 0.07,   0.1, .6875,  0.75, .3183, -.318, 0.424, -.424, .3204, -0.32
 0.07,   0.1, 0.875, 0.875, .4536, -.454, .3606, -.361, .0399, -0.04
 0.07,   0.1, .8125, .5625, .5473, -.547, .5844, -.584, .6466, -.647
 0.07,   0.1,   1.0, .9375, .5378, -.538, .3781, -.378, .0146, -.015
 0.07,   0.1, .9375, .9375, .6663, -.666, .4788, -.479, .0571, -.057
 0.07,   0.1, .9375, .9375, .6926, -.693, .5193, -.519, .3406, -.341
 0.07,   0.1, .6875, 0.625, .1013, -.101, .0223, -.022, 0.038, -.038
 0.07,   0.1,  0.75, .9375, .5634, -.563, .4532, -.453, .1555, -.155
 0.07,   0.1,  0.75, .9375, .4158, -.416, .3893, -.389, .1664, -.166
 0.07,   0.1, .9375, .9375, .7492, -.749, .4659, -.466, .3143, -.314
 0.07,   0.1, 0.875,   1.0, .5948, -.595, .3978, -.398, .2253, -.225
 0.07,   0.1, .9375, 0.875, .4927, -.493, .2864, -.286, .2722, -.272
 0.07,   0.1, .6875,  0.75, 0.262, -.262, .4609, -.461, .1112, -.111
 0.07,   0.1,   1.0, .9375, .5224, -.522, .1545, -.155, .4036, -.404
 0.07,   0.1,  0.75,  0.75, .3355, -.335, .6601, -0.66, .0773, -.077
 0.07,   0.1, .9375,  0.75, .6436, -.644, .4574, -.457, .5343, -.534
 0.07,   0.1,  0.75, .8125, .3535, -.354, .2915, -.292, .4236, -.424
 0.07,   0.1,  0.75, 0.625, .2009, -.201, .5399, -0.54, .1898, -0.19
 0.07,   0.1,   1.0,   1.0, .8283, -.828, .5571, -.557, 0.266, -.266
 0.07,   0.1,   1.0,   1.0, .4305, -0.43, .1837, -.184, .2275, -.228
 0.07,   0.1, 0.875, .8125, .5646, -.565, .3238, -.324,  0.51, -0.51
 0.07,   0.1, .5625, .6875, .3383, -.338, .4062, -.406, .4188, -.419
 0.07,   0.1, .9375, 0.875, .6075, -.608, .4954, -.495, .0893, -.089
 0.07,   0.1,   1.0, .9375, .6711, -.671, .4501, -0.45, .0969, -.097
 0.07,   0.1,   1.0,   1.0, .5649, -.565, .1987, -.199, .1297, -0.13
 0.07,   0.1, 0.875, .8125, .6527, -.653, .6712, -.671, .1965, -.196
 0.07,   0.1, 0.875, .8125, 0.543, -.543, .6055, -.606, .3942, -.394
 0.07,   0.1, .4375, .4375, .0217, -.022, .3954, -.395, 0.182, -.182
 0.07,   0.1, .9375,   1.0, .7113, -.711, .3191, -.319, .2016, -.202
 0.07,   0.1, .9375,   1.0, 0.725, -.725, .4646, -.465, .2195, -0.22
 0.07,   0.1, 0.875, .9375, .4342, -.434, .2658, -.266, .0613, -.061
 0.07,   0.1, .9375, .9375, .5023, -.502, 0.333, -.333, .3126, -.313
 0.07,   0.1, .6875,  0.75, .3136, -.314, .1841, -.184, .3351, -.335
 0.07,   0.1, .9375, .9375, 0.812, -.812, .3832, -.383, .5481, -.548
 0.07,   0.1, .6875, .5625, .2369, -.237, .4639, -.464, .0723, -.072
 0.07,   0.1, 0.875,  0.75, .4476, -.448, .5407, -.541, .2838, -.284
 0.07,   0.1,   1.0, 0.875, .5091, -.509, .4137, -.414, .2527, -.253
 0.07,   0.1, .6875,  0.75, .2738, -.274, .6572, -.657, .1542, -.154
 0.07,   0.1, .9375, .8125, .5523, -.552, .3658, -.366, -0.07,  0.07
 0.07,   0.1, 0.625,   0.5, .0987, -.099, .3171, -.317, .3479, -.348
 0.07,   0.1, .8125, .8125, .5985, -.598, .5488, -.549, .2223, -.222
 0.07,   0.1, 0.875, .9375, 0.725, -.725, .3088, -.309, .3484, -.348
 0.07,   0.1,   1.0,   1.0, .5667, -.567, 0.128, -.128, -.028, .0276
 0.07,   0.1, 0.625,  0.75, .3479, -.348, .0997,  -0.1, .5909, -.591
 0.07,   0.1, .8125, 0.625, .3772, -.377, .2967, -.297, .3766, -.377
 0.07,   0.1, .8125, .9375, .4594, -.459, .4445, -.444, .4769, -.477
 0.07,   0.1,  0.75, .9375, .2881, -.288, .1397, -0.14, -.143, .1428
 0.07,   0.1, .6875, 0.875, .4538, -.454, .5091, -.509, .3912, -.391
 0.07,   0.1, .5625,   0.5, .0659, -.066, .4641, -.464, .1076, -.108
 0.07,   0.1,  0.75, 0.625, .3768, -.377, .5491, -.549, 0.356, -.356
 0.07,   0.1, .9375,   1.0, .6752, -.675, .4196, -0.42, .2383, -.238
 0.07,   0.1,   1.0,   1.0, .7114, -.711, .5493, -.549, .1348, -.135
 0.07,   0.1, 0.875, 0.875, 0.476, -.476, .4509, -.451, .2585, -.258
 0.07,   0.1,   1.0,   1.0, .5065, -.507, .1882, -.188, .0614, -.061
 0.07,   0.1,   1.0,   1.0, .6929, -.693, .2052, -.205, .1957, -.196
 0.07,   0.1,   1.0, .9375, .6522, -.652, .2871, -.287, 0.338, -.338
 0.07,   0.1,  0.75, .6875, .2071, -.207, 0.276, -.276, .3112, -.311
 0.07,   0.1, 0.875, 0.875, .4691, -.469, .3949, -.395, .3243, -.324
 0.07,   0.1,   1.0,   1.0, .6344, -.634, .2594, -.259, .1569, -.157
 0.07,   0.1,   1.0, 0.875, 0.627, -.627, .3528, -.353, .0372, -.037
 0.07,   0.1, 0.875, .6875, .5035, -.504, .1226, -.123, .5402, -0.54
 0.07,   0.1,   1.0, .9375, .7194, -.719, .4264, -.426, .5396, -0.54
 0.07,   0.1, .8125, .6875, .2663, -.266, .4861, -.486, -.026, .0261
 0.07,   0.1, .6875, .6875, .2873, -.287, .5792, -.579, .1994, -.199
 0.07,   0.1,   1.0,   1.0, 0.838, -.838, .1708, -.171, .2077, -.208
 0.07,   0.1, .9375,   1.0, .4961, -.496, .1981, -.198, .3414, -.341
 0.07,   0.1, .9375, .9375, .5751, -.575, .1648, -.165, .4245, -.425
 0.07,   0.1,   1.0,   1.0, .7027, -.703, .2747, -.275, .1735, -.173
 0.07,   0.1, .9375, .9375, .4938, -.494, -.013, .0129, .3843, -.384
 0.07,   0.1, 0.625, 0.875, .4491, -.449, .6073, -.607, .2461, -.246
 0.07,   0.1, .6875, .6875, .2808, -.281, .3995, -.399, .2503, -0.25
 0.07,   0.1, .8125,   1.0, .5252, -.525, .2795, -0.28, .5098, -0.51
 0.07,   0.1,   1.0,   1.0, .7027, -.703, .2118, -.212, 0.121, -.121
 0.07,   0.1, .8125, .9375, .4041, -.404, .3484, -.348, .1884, -.188
 0.07,   0.1, 0.875, 0.875, .4894, -.489, 0.438, -.438, 0.283, -.283
 0.07,   0.1,  0.75, .6875, .4179, -.418, .5419, -.542, .2538, -.254
 0.07,   0.1, .9375, .8125, .6984, -.698, .7734, -.773, .2518, -.252
 0.07,   0.1, 0.875, .8125, .5817, -.582, .4576, -.458, .2108, -.211
 0.07,   0.1, .9375, .9375, .6463, -.646, .1537, -.154, .3477, -.348
 0.07,   0.1, 0.625,  0.75, .2298, -0.23, .3547, -.355, .0159, -.016
 0.07,   0.1, .6875, .8125, .1242, -.124, .1784, -.178, .3848, -.385
 0.07,   0.1, 0.875, .9375, .5039, -.504, .2239, -.224, .1015, -.102
 0.07,   0.1, .8125, 0.875, .4935, -.494, .4596, -0.46, .2893, -.289
 0.07,   0.1, 0.875,   1.0, .6197, -0.62, .4142, -.414, .4274, -.427
 0.07,   0.1, .9375, .9375, .6074, -.607, .2269, -.227, .4029, -.403
 0.07,   0.1, .9375,   1.0, .5884, -.588, .5041, -.504, .1548, -.155
 0.07,   0.1, .9375, .9375, .7151, -.715, .4102, -0.41, .2898, -0.29
 0.07,   0.1, .8125, 0.875, .3142, -.314, .3969, -.397, .1456, -.146
 0.07,   0.1, .8125, .8125, .7313, -.731, .4215, -.422, .6075, -.607
 0.07,   0.1, 0.875, .6875, .4993, -.499, .4477, -.448, .3348, -.335
 0.07,   0.1, .8125,  0.75, .3804, -0.38, .5617, -.562, .2754, -.275
 0.07,   0.1,  0.75, .9375, .3475, -.348, .1353, -.135, -.133, .1329
 0.07,   0.1, 0.875, .8125, 0.476, -.476, .4129, -.413, 0.214, -.214
 0.07,   0.1, .9375, .9375, .6023, -.602, .4341, -.434, .2812, -.281
 0.07,   0.1, .9375,   1.0, .7585, -.758, .4756, -.476, .0127, -.013
 0.07,   0.1,   1.0,   1.0, .7427, -.743, .0391, -.039,  -0.1, .0995
 0.07,   0.1, 0.875,  0.75, .4128, -.413, .4724, -.472, 0.005, -.005
 0.07,   0.1, 0.875,   1.0, 0.521, -.521, .5321, -.532, .0577, -.058
 0.07,   0.1,   1.0, .9375, .5333, -.533, .1169, -.117, .3146, -.315
 0.07,   0.1, .5625, .5625, 0.032, -.032, .6664, -.666, .3407, -.341
 0.07,   0.1, .8125, 0.875, .6025, -.602, .4946, -.495, .4514, -.451
 0.07,   0.1, 0.875, .8125, .4427, -.443, -.017, .0169, .4678, -.468
 0.07,   0.1,   1.0, .9375, .6722, -.672, .5477, -.548, -.023, .0227
 0.07,   0.1, 0.625, .6875, .2252, -.225, .3993, -.399, .2621, -.262
 0.07,   0.1,   1.0, .9375, .5386, -.539, .2538, -.254, .0074, -.007
 0.07,   0.1, .9375, .8125, .6042, -.604, 0.385, -.385, .5226, -.523
 0.07,   0.1, .8125, .9375, .4623, -.462, .3504, -0.35, .3825, -.383
 0.07,   0.1, 0.875, 0.875, .5627, -.563, .1565, -.156, .1651, -.165
 0.07,   0.1, .9375, 0.875, .3066, -.307, .1237, -.124, .1503, -0.15
 0.07,   0.1, .8125, .9375, .6245, -.624, .5261, -.526, .0799, -0.08
 0.07,   0.1, 0.875, .6875, .4604, -0.46, .5248, -.525, .4805, -.481
 0.07,   0.1, .6875,  0.75, .4259, -.426, .2242, -.224, .4605, -0.46
 0.07,   0.1, .5625,  0.75, .4839, -.484, 0.739, -.739, .7083, -.708
 0.07,   0.1, .9375,   1.0, 0.635, -.635, .0517, -.052, 0.082, -.082
 0.07,   0.1, 0.875,  0.75, .4529, -.453, .4277, -.428, .1595, -0.16
 0.07,   0.1,   1.0, .9375, .5572, -.557, .3262, -.326, .2349, -.235
 0.07,   0.1,   1.0,   1.0, .7311, -.731, .2959, -.296, .2408, -.241
 0.07,   0.1, .6875,  0.75, .3583, -.358, .5929, -.593, .1864, -.186
 0.07,   0.1,  0.75, 0.875, .3982, -.398, .2987, -.299, .1632, -.163
 0.07,   0.1, .9375, .8125, .5705, -0.57, .5652, -.565, -.079, 0.079
 0.07,   0.1,   1.0, .9375, .7605, -.761, .4104, -0.41, .1216, -.122
 0.07,   0.1, 0.875,   1.0, .4867, -.487, .3893, -.389, 0.028, -.028
 0.07,   0.1,   1.0,   1.0, .5233, -.523, 0.364, -.364, .2202, -0.22
 0.07,   0.1,   1.0,   1.0, .5828, -.583, 0.424, -.424, .1311, -.131
 0.07,   0.1, 0.625,  0.75, .2121, -.212, .3898, -0.39, .2464, -.246
 0.07,   0.1,  0.75,  0.75, .3403, -0.34, .2578, -.258, .3629, -.363
 0.07,   0.1, 0.875, .9375, .4597, -0.46, -.015, .0145, .1094, -.109
 0.07,   0.1, .5625, 0.875, .2117, -.212, .5193, -.519, .0891, -.089
 0.07,   0.1,  0.75, .9375, .5463, -.546, .5354, -.535, 0.448, -.448
 0.07,   0.1, .6875, .6875, .4368, -.437, .3771, -.377, .3949, -.395
 0.07,   0.1, .6875,  0.75, .3545, -.354, .5189, -.519, .4186, -.419
 0.07,   0.1, 0.875, .8125, .4972, -.497, .1684, -.168, .2972, -.297
 0.07,   0.1, .8125, 0.875, .6087, -.609, .6815, -.682, .2147, -.215
 0.07,   0.1,   1.0, 0.875, .4795, -0.48, .2671, -.267, .3196, -0.32
 0.07,   0.1, 0.875, .9375, .5356, -.536, .0681, -.068, .3089, -.309
 0.07,   0.1,   1.0,   1.0, 0.522, -.522, -.106, .1061, .0444, -.044
 0.07,   0.1, 0.875,   1.0, .6435, -.644, .2374, -.237, .4546, -.455
 0.07,   0.1, .9375,  0.75, .5303, -0.53, .4747, -.475, 0.135, -.135
 0.07,   0.1, .9375,   1.0, .6558, -.656, .3646, -.365, 0.155, -.155
 0.07,   0.1, 0.875, 0.875, .3165, -.316, .3401, -0.34, -.021, .0213
 0.07,   0.1,   1.0, .9375, .6513, -.651, .0705, -0.07, -.022, .0218
 0.07,   0.1, .5625, .8125, .2855, -.286, .5207, -.521, .0378, -.038
 0.07,   0.1,   1.0, .9375, .5429, -.543, .1755, -.176, .2541, -.254
 0.07,   0.1, .9375, 0.875, .6258, -.626, .1967, -.197, .3875, -.387
 0.07,   0.1,   1.0, 0.875, .5792, -.579, .3463, -.346, .1618, -.162
 0.07,   0.1, .9375, .9375, .5929, -.593, .5245, -.525, .1635, -.164
 0.07,   0.1,   1.0, .9375, .4019, -.402, .1239, -.124, .0821, -.082
 0.07,   0.1,   1.0, .9375, .6626, -.663, .1518, -.152, .5064, -.506
 0.07,   0.1, .8125, .8125, .3797, -0.38, .2007, -.201, .2805, -0.28
 0.07,   0.1, 0.875,  0.75, .5284, -.528, .4735, -.474, .1719, -.172
 0.07,   0.1,  0.75, 0.625, .1857, -.186, .3791, -.379, .0498, -0.05
 0.07,   0.1,   1.0, .9375, .4718, -.472, .2365, -.237, .2677, -.268
 0.07,   0.1,   1.0, 0.875, .5571, -.557, .3843, -.384, .1736, -.174
 0.07,   0.1,   1.0, .9375, .6422, -.642, 0.385, -.385, .2966, -.297
 0.07,   0.1, .9375, .9375, .5056, -.506, .3571, -.357, -.014, .0136
 0.07,   0.1, 0.875,   1.0, 0.726, -.726, .6215, -.621, .1441, -.144
 0.07,   0.1, 0.625,  0.75, .4228, -.423, .5569, -.557, .2905, -.291
 0.07,   0.1, .9375,   1.0, .6794, -.679, .1429, -.143, .1575, -.158
 0.07,   0.1,  0.75, 0.875, .2713, -.271, .1748, -.175, -.095, .0947
 0.07,   0.1, .9375,   1.0, .5473, -.547, .1082, -.108, .1035, -.104
 0.07,   0.1, .9375, 0.875, .5931, -.593, .4034, -.403, .1563, -.156
 0.07,   0.1,  0.75, .6875, .3163, -.316, 0.532, -.532, .2714, -.271
 0.07,   0.1,   0.5, .6875, .2361, -.236, .3758, -.376, .2181, -.218
 0.07,   0.1, .8125, 0.875, .4546, -.455, .2227, -.223, 0.367, -.367
 0.07,   0.1, 0.875, 0.875, .3337, -.334, .2765, -.277, -.076, .0764
 0.07,   0.1,  0.75, .5625, .3451, -.345, .4506, -.451, .4507, -.451
 0.07,   0.1, .9375,   1.0, .4767, -.477, .2248, -.225, -.224, .2245
 0.07,   0.1, .9375, .9375, .5063, -.506, 0.415, -.415, .1242, -.124
 0.07,   0.1,   1.0,   1.0, .6598, -0.66, 0.361, -.361, .3136, -.314
 0.07,   0.1,   1.0,   1.0, .7007, -.701, .2168, -.217, .2192, -.219
 0.07,   0.1, 0.875,   1.0, .4179, -.418, .1603, -0.16, .0521, -.052
 0.07,   0.1, .8125, .9375, .4434, -.443, .3683, -.368, .1499, -0.15
 0.07,   0.1, 0.875, .9375, .6648, -.665, .0793, -.079, .4258, -.426
 0.07,   0.1,  0.75, .6875, 0.134, -.134, .1643, -.164, -.076, 0.076
 0.07,   0.1, 0.875, 0.875, .5059, -.506, .3399, -0.34, 0.223, -.223
 0.07,   0.1, .9375,   1.0, .5604, -0.56, .2823, -.282, .0897, -0.09
 0.07,   0.1,   1.0,   1.0, .5511, -.551, .0707, -.071, .1284, -.128
 0.07,   0.1, .9375, 0.875, 0.423, -.423, 0.239, -.239, .1528, -.153
 0.07,   0.1, 0.875, 0.875, .4622, -.462, .3281, -.328, .2625, -.263
 0.07,   0.1, 0.875, 0.875, .5842, -.584, .2642, -.264, .0881, -.088
 0.07,   0.1, .8125, .8125, 0.544, -.544, .5077, -.508, .2073, -.207
 0.07,   0.1, .9375, .8125, .4675, -.467, .3791, -.379, .1353, -.135
 0.07,   0.1,   1.0, .9375, .6399, -0.64, .3855, -.386, .4353, -.435
 0.07,   0.1, .9375, .6875, .3403, -0.34,  0.36, -0.36, .3953, -.395
 0.07,   0.1,   1.0,   1.0, .5969, -.597, .1999,  -0.2, .3913, -.391
 0.07,   0.1, 0.875, 0.875, 0.551, -.551, .5789, -.579, .2522, -.252
 0.07,   0.1,   1.0,   1.0, .4925, -.492, .0712, -.071, .1205, -.121
