Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
0.012,   0.1, .6875, .8125, .0363, -.121, .1034, -.165, -.071, -.166, -.129, -.009, -.111, -.054, -.094, -.004
0.013,   0.1,   0.5, .4375, 0.046, -.082, .0129, -0.08, -.065, -.103, -0.09, .0589, -.086, -.013, -.054, -.089
0.013,   0.1, .4375, .8125, .0768, -.087, .0556, -0.04, -.058, -.082, -.055, -.029, -.088, .0364, -.092, -.034
0.013,   0.1, .8125, 0.625, .1056, -.055, -.088, -.043, -.019, -.127, -.074, .0494, -.079, -.005, -.053, -.067
0.013,   0.1, 0.625, 0.625, .0691, -.061, 0.034, -.055, -.018, -.124, -.107, .0127, -.116, -0.03, -.054, -.038
0.013,   0.1, 0.625, 0.375, .0209, -.088,  -0.0, -.073, -.009, -.009, -.156, .0134, -.105, -.029, -.077, -.036
0.013,   0.1, .5625, 0.625, .0564, -.132, .0164, -.093, -.093, -0.09, -.079, -.006, -.133, -.042, -.079, -.084
0.013,   0.1,   0.5,  0.75, .0062, -.145, .0473, -.124, -.106, -.157, -.156, -.016, -.103, -.051, -.103, -.075
0.013,   0.1, .5625, 0.875, -0.02, -.115, -.143, -0.18, -.063, -.203, -.142, .1239, -.116, -.083, -0.15, -.137
0.013,   0.1, .8125, .3125, .0414, -.133, .0424, -.134, -.083, -.131, -.147, -.097, -.064, .0151, -.085, .0242
0.013,   0.1, .8125,   0.5, .0397, -.141, -.014, -0.06, -.003, -.112, -.072, -.016, -.111, .0222, .0079, .0252
0.013,   0.1,  0.75,  0.75, .0562, -.131, .0161, -.116, -.087, -.008, -.129, -.009, -0.09, .0066, -.048, .0281
0.013,   0.1,  0.75, 0.625, .0788, -.178, -.043, -.178, -.096, -.143, -.165, -.009, -.189, -.071, -.199, -.123
0.013,   0.1,  0.75, .6875, 0.001, -.077, .0071, -.093, -.093, -.101, -.193, .0251, -.146, -.048, -.069, .0044
0.013,   0.1, .6875, 0.875, .0577, -.117, .0025, -0.18, -.103, -0.16, -.166, .0148, -.188,  -0.1, -.221, -.116
0.013,   0.1, .5625, 0.375, -.017, -.097, .0052, -.126, -.029, -.061, -.201, -.057, -0.12, -.019, -.127, -.061
0.013,   0.1, 0.625, 0.625, .0061, -.148, -.026, -.042, -.111, -.104, -.087, .0923, -.149, .0184, -.091, .0319
0.013,   0.1, .6875, .6875, .0964, -.175, -.072, -.134, -.073, -.062, -.224, .0164, -.107, -.039, -.106, -.046
0.013,   0.1, .6875, .6875, .0063, -.148, .0028, -.096, .0351, -.094, -.097, .0504, -.145, .0698, -.157, -.012
0.013,   0.1, .6875,  0.75, .0402, -.138, .0128, -.115, -.088, -.119, -.013, .0733, -.124, .0108, -.153, -0.03
0.013,   0.1, .6875, 0.625, .1624, -.101, .0026, -.152, -.052, -.196, -.165, .0179, -.085, .0804, -.148, -.038
0.013,   0.1, 0.625, .8125, .0427, -.157, -.025, -.173, -.075, -.106, -.086, .0641, -.147, -.002, -.075, -.061
0.013,   0.1,  0.75,  0.75, .0947, -.173, -.059, -.114, -0.08,  -0.1, -.146, .0184, -.169, .0199, -.136, -.093
0.013,   0.1, .6875,   0.5, .0601, -.171, .0561, -.057, -.033, -.124, -.094, .0342, -.166, -.003, -.119, -.022
0.013,   0.1, .6875, .8125, .1114, -.209, 0.028, -.156, -.106, -.235, -.176, -.033, -.155, .0143, -.239, -.187
0.013,   0.1,  0.75, 0.625, .0498, -.113, -.078, -.058, -.037, -.089, -.099, .0167, -.131, -.048, -0.01, -.027
0.013,   0.1, .6875, 0.625, .0302, -.163, .0173, -.183, -.071, -.064, -.184, -.015, -.085, .0242, -.068, .0534
0.013,   0.1, .8125, 0.625, -.026, -.207, .1149, -.144, -.043, -.075, -.206, -.046, -.122, -.048, -.099, -.016
0.013,   0.1, .5625, .8125, -.007, -0.19, -.026, -.133, -.067, -.121, -.157, .0101, -.167, -.056, -.152, .0001
0.013,   0.1, .5625,   0.5, -.049, -0.17, -0.04, -0.14, -.071, -.103, -.184, .0164, -.076, 0.029, -.094, .0241
0.013,   0.1, .5625, .8125, -.028, -.217, -.027, -.122, -0.09, -.198, -.182, .0976, -.135, -.028, -.146, -.001
0.013,   0.1, .5625, 0.875, -.026, -.216, -.024, -.253, -.003, -.122, -.192, .0704, -0.28, -.114, -0.18, -.103
0.013,   0.1, .5625, .6875, -.047, -.103, -.016, -.119, -.071, -.136, -.145, 0.082, -.068, .0551, -.122, -0.04
0.013,   0.1, .6875,   0.5, 0.091, -.097, .0279, -.096, -.036, -.028, -0.05, -.062, -.079, .0536, -.047, -.048
0.013,   0.1, .5625, .6875, -.024, -0.05, .0246, -.024, -.076, -.038, -0.06, .0361, -.033, -.016, -.057, -.027
0.013,   0.1, 0.875, .4375, .0222, -.153, -.095, -.205, -.142, -.155, -.194, .0273, -.184, -.102, -.172, -.081
0.013,   0.1, .6875,  0.75, .0119, -.123, -.091, -0.03, .0253, -.052, -.093, .0199, -.158, -.056, -.096, -.082
0.013,   0.1,  0.75,  0.75, 0.044, -0.18, -.094, -.157, -.059, -.109, -.174, .0371, -.152, -.157, -.094, -.096
0.013,   0.1, .6875, .6875, .0359, -.222, -.103, -.198, -.062, -.148, -.198, .1469, -.214, -.034, -.183, -.041
0.013,   0.1, 0.625, 0.625, .0066, -.074, -.023, -.039, .0166, -.051, -0.03, .0563, -.072, .0146, -.066, -0.02
0.013,   0.1, .6875, .4375, -.017, -.049, -.017, -.146, -.063, -.132, -0.16, .1222, -.128, .0507, -.056, -.045
0.013,   0.1, 0.625,  0.75, .0292, -.121, .0527, -.107, -.079, -.028, -.106, -0.01, -.086, 0.005, -.124, -.027
0.013,   0.1, .5625,   0.5, -.026, -.099, -.023, -0.08, -.054, -.055, -.108, .0091, -.078, .0148, -.087, -.043
0.013,   0.1, 0.625, .6875, -.024, -.089, -.036, -.081, -.045, -.119, -.123, -.008, -.125, .0049, -.069, -.052
0.013,   0.1,  0.75, 0.875, .0873, -0.13, .0444, -.144, -.069, -0.11, -.122, .1235, -.155, -.053, -.115, -.093
0.013,   0.1, .8125,  0.75, -.014, -.178, -.054, -.116, -.119, -.172, -.201, .0903, -.191, -.081, -.176, -.073
0.013,   0.1, 0.625, .5625, .1196, -0.09, -.032, -.089, -.091, -.119, -.204, .0131, -.114, -.103, -.062, -.078
0.013,   0.1,  0.75, 0.625, .0371,  -0.2, 0.019, -.234, -.033, -.144, -0.18, .0255, -.222, -.027, -.162, -.065
0.013,   0.1, 0.625, .6875, 0.038, -.059, -.008, -.149, -.039, -.115, -.085, .0442, -.072, .0425, -.055, -.072
0.013,   0.1, .6875,  0.75, .0733, -.099, .0336, -.201, -.026, -.159, -.074, .0869, -.138, -.085, -.203, -.003
0.013,   0.1,   0.5, 0.625, .0909, -.127, -.005, -.189, -.088, -.138, -.136, .0128, -.061, .0051, -.145, -.073
0.013,   0.1, .5625, .5625, -.016, -.142, -.098, -.128, -0.01, -.125, -0.17, -.067, -.141, -.045, -.109, -.019
0.013,   0.1,  0.75,  0.75, .0752, -.151, .0471, -0.25, -.033, -.124, -.185, .0583, -.132, -.069, -.102, -.025
0.013,   0.1, .5625, .8125, .0398, -.221, -.142, -.236, -.029, -.132, -0.23, .0112, -.208, -.094, -.135, -.046
0.013,   0.1, .6875,   0.5, .0818, -.127, .0005, -.094, -.076, -.102, -.043, -.004, -.073, -.029, -.104, -.083
0.013,   0.1, .8125,   0.5, .0556, -.096, .0246, -0.13, -.121, -.179, -.119, -.016, -.107, .0111, -.097, -.037
0.013,   0.1,  0.75,   0.5, .0234, -.145, -.045, -.174, .0042, -.047, -.151, .0174, -.155, -.034, -0.11, -0.03
0.013,   0.1, 0.625, .4375, .0449, -.055, -.047, -.134, -.019, -.097, -.046, .0323, -.076, -.058, -.078, -.011
0.013,   0.1, 0.625, .5625, .0477, -.178, .0272, -.057, -0.05, -.141, -.111, -.025, -0.05, .0336, -.064, -.052
0.013,   0.1, .5625, .5625, -.058, -.242, -.109, -.165, -.047, -.109, -.149, 0.022, -0.14, .0345, -.142, -.096
0.013,   0.1, .5625, .8125, -0.03, -.201, -.088, -.116, -.098, -.142, -.193, .0942, -.184, -.072, -.159, -.053
0.013,   0.1, .6875, 0.875, .0285, -.148, -.009, -0.12, -.101, -.132, -.128, .1629, -0.11, -0.04, -.105, -.057
0.013,   0.1, .8125,   0.5, .0203, -.162, -.015, -.158, -.145, -.104, -.125, .0097, -.174, -0.03, -0.07, -0.05
0.013,   0.1,   0.5, .5625, .0479, -.095, -.008, -0.13, -.051, -.092, -.104, -.012, -.141, -.054, -.124, -.104
0.013,   0.1,  0.75, .4375, .0508, .0055, -.081, -0.05, .0111, 0.015, -.059, -.002, -.051, -.016, -.031, -.037
0.013,   0.1,   0.5, .8125, .0223, -.124, .0435, -.111, .0457, -.086, -.121, .0572, -.208, -.079, -.079, -.065
0.013,   0.1, 0.625, 0.625, .0165, -.121, -.009, -.068, -.033, -.091, -.111, -.034, -.153, .0198, -.046, -.056
0.013,   0.1, .6875,   0.5, .0489, -.118, .0155, -.073, .0115, -0.08, -.128, .0353, -.068, .0098, -.074, -.046
0.013,   0.1, .8125, .6875, .0292, -.039, -0.03, -.023, -0.01, -.042, -.055, .0453, -.031, -.033, -.023, -0.04
0.013,   0.1, .9375, 0.625, .1004, -.153, -.117, -.131, -.055, -.092, -.156, .0602, -.134, -.009, -0.11, -.045
0.013,   0.1, .5625, .8125, -.021, -.163, .0163, -.093, -.056, -.082, -.161, .0409, -.133, -.015, -.081, -.068
0.013,   0.1, .8125, .6875, 0.068, -.252, -.035, -.193, -.098, -.161, -.184, -.027, -0.18, -.047, -.134, -.002
0.013,   0.1, 0.625, 0.625, .0009, -.143, -.019, -0.17, -0.05, -.115, -.114, .0502, -.092, -.045, -.112, .0014
0.013,   0.1,   0.5, .5625, .0467, -0.08, .0014, -.028, -0.04, -.126, -.087, .0694, -.042, .0051, -.016, -.005
0.013,   0.1,  0.75, .4375, .1137, -.122, .0052, -.149, -.129, -.092, -.084, -.019, -.076, .0246, -.136, -.083
0.013,   0.1, .8125, .5625, .0242, -.085, -0.01,  -0.1, -.031, -.004, -.098, -.025, -.107, -.017, -.062, -.039
0.013,   0.1,   0.5, 0.875, -.002, -.199, .0116, -.192, -.132, -.184, -.197, .0026, -.273, -.046, -.115, -.088
0.013,   0.1,  0.75, .8125, .0766, -.175, -.042, -.196, -.112, -0.16, -.185, .0202, -.146, .0516, -.206, -.097
0.013,   0.1, 0.625,   0.5, .0305, -.085, -.033, -.151, -.007,  -0.1, -.047, .0373, -.116, .0346, .0236, -.061
0.013,   0.1, 0.625, .5625, .0834, -.133, -.067, -.141, -.053, -.161, -.154, .0839, -.234, -.107, -.234, -.065
0.013,   0.1,  0.75,  0.75, -.088, -.114, .0351, -.098, -.089, -.049, -.167, .0657, -.062, -.017, -0.11, -.059
0.013,   0.1, .5625,  0.75, .0308, -.038, .0142, -.003, .0336, -.034, -.075, .0396, -.071, -.009, -.018, -.056
0.013,   0.1,  0.75,  0.75, -.094, -.216, -.044, -.124, -.037, -.086, -.171, .0249, -.116, -.065, -.145, -.045
0.013,   0.1, .3125,  0.75, -.014, -.077, -.028, -.125, -.029, -.075, -.076, .0943, -.077, .0078, -.099, -0.03
0.013,   0.1, 0.875,  0.75, .0725, -.182, -.102, -.218, -.071, -.197, -.145, .0802, -.096, -.057, -.123, .0105
0.013,   0.1, .8125, 0.875, -.038, -.223, -.086, -.155, -.089, -.054, -.164, .0453, -.213, .0421, -.098, .0118
0.013,   0.1, 0.625, .6875, -.035, -.054, -.026, -.061, -.023, -.075, -.168, .1295, -.178, 0.041, -.105, -.026
0.013,   0.1, 0.625,  0.75, .0486, -.165, -.075, -.106, .0685, -.078, -0.05, .0261, -0.11, -.071, -.128, -.023
0.013,   0.1, .6875, .4375, .0528, -.142, -.015, -.127, -.004, -.089, -.068, .0347, -.136, .0223, -.058, -.033
0.013,   0.1, .9375, .6875, .0678, -.111, -.125, -.185, -.164, -.118, -.166, -.004, -.193, -.002, -.157, -.059
0.013,   0.1, .5625, 0.625, .0702, -.165, .0604, -.109, -.106, -.152, -.093, .0286, -.138, -.024, -.108, -.104
0.013,   0.1, 0.625, .6875, .0406, -.192, -.128, -.221, -0.17, -.163, -.209, .0387, -.169, .0447, -.222, -0.04
0.013,   0.1, .5625, .5625, .0616, -.077, -.055, -.072, -.035, -.058, -.101, -.002, -0.09, .0029, -.093, -.019
0.013,   0.1, .5625,  0.75, -.011,  -0.1, -.063,  -0.1, -.037, -.028, -.148, .0303, -0.12, -.015, -.095, -.016
0.013,   0.1, 0.625, .9375, -.037, -.087,  -0.0, -.068, -.055, -0.07, -.136, .0225, -.117, .0203, -.141, -.046
0.013,   0.1, .6875,   0.5, .0827, -0.18, -.066, -.117, .0007, -.114, -.128, -.005, -.131, -.091, -.025, -.059
0.013,   0.1, .3125, .6875, -0.01, -.183, -.026, -0.12, -.039, -.176, -.152, 0.002, -.112, .0779, -0.11, -.089
0.013,   0.1, .8125, .8125, .1097, -.115, -.059, -0.13, -.103, -.104, -0.13, .0321, -.101, -.013, -.076, -.062
0.013,   0.1,  0.75, .3125, .0494, -.104, 0.026, -.063, -.062, -.089, -.204, -.022, -.079, -.082, -.033, -.001
0.013,   0.1, 0.625, .5625, -.029, -.137, .0339, -.151, .0265, -.146, -.174, -.044, -.136, .0593, -.075, -.026
0.013,   0.1, 0.625, .5625, .0009, -.066, .0407, -.015, -.034, -.076, -.121, -.006, -.056, -.033, -.118, -.034
0.013,   0.1, .8125, 0.625, .0431, -.178, -.042, -.118, -.064, -.069, -.134, .0124, -.142, -.014, -.161, -.052
0.013,   0.1,  0.75, .9375, .0685, -.121, -.039, -.159, -0.06, -.138, -.191, .0381, -.104, -.035, -.128, -0.09
0.013,   0.1, .6875,   0.5, .0342, -0.19, -.014, -.204, -.012, -0.18, -.114, .0354, -.175, -.009, -.113, -.087
0.013,   0.1,  0.75, .5625, .0936, -.126, -.023, -.103, -0.04, -.152, -.134, -.001, -.085, .0149, -.057, -.073
0.013,   0.1,  0.75, 0.625, -.022, -.155, .0535, -0.16, -.017, -.082, -.147, .0812, -0.12, -.058, -.049, -.002
0.013,   0.1, 0.625, .6875,  0.01, -.162, -.051, -.142, -.081, -.117, -.113, 0.045, -.163, -.089, -.141, -.096
0.013,   0.1, .4375, .4375, -.053, -.111, -.051, -.069, -.014, -.082, -.087, .0032, -.095, -.036, -.072, -.023
0.013,   0.1, .6875,  0.75, .0478, -.093, 0.041, -.107, 0.004, -.066, -.128, -.038, -.081, .0024, -.083, -.006
0.013,   0.1, .5625,   0.5, .0508, .0061, -0.01, -0.05, .0021, -.012, -0.02, -.062, -.031, -.006, -.033, -0.03
0.013,   0.1,  0.75, .5625, .0449, -.093, -0.09, -.094, -.068, -.069, -.147, .0266, -0.15, .0192, -.042, -.062
0.013,   0.1, 0.625, 0.625, .0649, -.145, -.059, -.141, -.083, -.136, -.079, .0601, -.143, -.045, -.077, -.089
0.013,   0.1,  0.75,  0.75, .0222, -.166, -0.08, -.159, -.013, -.098, -.193, .0557, -.183, .0127, -.167, -.102
0.013,   0.1, 0.625, 0.625, -.006, -.104, .0141, -.093, -.051, -.095, -.174, -.011, -.138, .0081, -.072, -.048
0.013,   0.1, .6875, .6875, .0854, -.085, -.018, -.094, .0055, -.123, -.083, .0344, -.111, -.012, -.032, -.068
0.013,   0.1, .6875, .5625, .0547, -.148, -.002, -.141, .0063, -.064, -.205, -.074, -.204, -.084, -0.12, -.021
0.013,   0.1, 0.625, .8125, .0145, -.134, -.006, -.168, -.129, -.153, -.186, .0504, -0.15, .0039, -.206, -.099
0.013,   0.1,   0.5, .6875, -.021, -.145, -.013, -.173, .0017, -.133, -.177, -.037, -.182, -.034, -.097, -.121
0.013,   0.1,  0.75,   0.5, .1067, -.156, -.009, -.143, -.018, -.075, -.119, .0472, -.139, -.086, -.114, -0.09
0.013,   0.1, .8125, .6875, .0961, -.075, -.067, -.089, -.088, -.077, -.029, .0789, -.137, -.082, -.106, -.053
0.013,   0.1, 0.625, .4375, .0161, -.094, -.007, -.033, -.065, -.138, -.136, .0008, -.092, -.013, -.148, -.005
0.013,   0.1, .5625, .5625, -.029, -.053, -.037, -.059, 0.008, -.032, -.032, -0.01, -.055, .0776, -.026, .0267
0.013,   0.1, .5625, .6875, .0604, -.106, -.054, -.104, -.013, -.078, -0.05, -.043, -.091, -.042, -.094, -.094
0.013,   0.1, 0.625, .4375, .0418, -.018, -.057, -.057, -.024, -.074, -.055, .0139, -.018, -.008, -.048, .0005
0.013,   0.1, 0.875, .5625, .1218, -.193, -.022, -.159, -.149, -.102, -0.16, -.065, -.186, .0076, -.132, -.138
0.013,   0.1, 0.625,   0.5, .0679, -.051, .0031, -.085, -.065, -.134, -.104, -.082, -.156, -.073, -.072, -.065
0.013,   0.1,  0.75, .6875, -.066, -.178, -.056, -.047, -.032, -.102, -.073, -0.03, -.178, -.051, -.093, -.057
0.013,   0.1, .4375, .6875, -.011, -.113,  -0.0, -.099, -.013, -.019, -.064, .0187, -.105, -.003, -.067, .0188
0.013,   0.1, 0.625,  0.25, -.056, -.073, -.012, -.092, -.018, -.062, -.113, -0.03, -.103, 0.059, -.077, -0.03
0.013,   0.1, 0.625, .3125, -.028, -.157, .0356, -.117, -.026, -.023, -.105, -.015, -.135, -.134, -.104, .0422
0.013,   0.1, .6875,  0.75, .0619, -.142, -.065, -.144, -.099, -.083, -.137, -.003, -0.18, -.037, -.113, .0269
0.013,   0.1,   1.0, 0.625, .2005, -0.22, .0021, -.081, -.098, -.093, -.247, -.058, -.234, -.031, -.128, -.136
0.013,   0.1, .4375, .6875, 0.027, -.115, -.016, -.106, -.039, -.075, -.066, -.011, -0.08, -.004, -.072, -.074
0.013,   0.1, .5625, .4375, -.065, -.187, .0003, -.072, -.074, -.164, -.104, .0217, -.164, .0332, -.154, -0.03
0.013,   0.1, .6875,  0.75, .0463, -.213, -.093, -.167, -.081, -.082, -.157, .0554, -.124, -.122, -.143, -.092
0.013,   0.1,   0.5, .8125, .0003, -.174, -.013, -.135, .0136, -.162, -.131, .0262,  -0.2, -.025, -.067, .0097
0.013,   0.1, .4375, .3125, .0412, -.123, -.058, -0.08, -.067, -.149, -.165, -.026, -.113, .0559, -.125, -.051
0.013,   0.1,  0.75, .5625, .0052, -.044, .0146, -.082, -.065, -.004, -.114, -.032, -.135, -.015, -.104, -.036
0.013,   0.1, .5625, 0.625, .0304, -.094, .0125, -.038, -.008, -.095, -.126, -.003, -.076, -.035, -.061, -.015
0.013,   0.1, 0.875, 0.625, .0581, -.045, -.062, -.131, .0087, -0.03, -.091, .0036, -.056, .0643, -.027, -.074
0.013,   0.1, 0.625, 0.875, .0651, -.145, -.037, -.273, -.088, -.202, -.229, .0817, -.201, -0.08, -0.19, -.107
0.013,   0.1, .5625, 0.625, 0.068, -.166, .1163, -.154,  -0.0, -.065, -.119, -.042, -.114, .0323, -.086, -.044
0.013,   0.1,   0.5, .4375, .0392, -.207, -.059, -.079, -.102, -.162, -.178, .0046, -0.13, -0.07, -.098, -.024
0.013,   0.1, .6875, 0.625, -.004, -.153, -.002, -.167, -.077, -0.12, -.218, -.033, -.147, -.034, -.084, -.013
0.013,   0.1, .6875, .6875, .0207, -.191, -.054, -.189, -.055, -.182, -.181, -.022, -.173, .0067, -.169, -.086
0.013,   0.1, .6875, 0.625, -.009, -.139, .0092, -.084, -.023, -.101, -.094, -0.02, -.056, -.005, -.148, -.106
0.013,   0.1, 0.625, .6875, -.016, -.156, .0413, -.086, 0.014, -.065, -.094, .0363, -.018, .0175, -.096, -.039
0.013,   0.1, .6875, 0.625, .0614, -.178, -.086, -.099, -.076, -.138, -.178, -.051, -.129, -.068, -.089, -.085
0.013,   0.1, 0.625,   0.5, .0144, -.138, 0.009, -.134, -.039, -.155, -0.08, .1388, -.149, -0.01, -.042, .0063
0.013,   0.1, 0.625, .6875, .0371, -.103, 0.015, -0.13, .0169, -.123, -.095, .0725, -.087, 0.014, -.069, -.007
0.013,   0.1,  0.75, .4375, .0248, -.031, .0203, -.057, .0098, -.031, -.056, -.005, -.056, -.033, -0.05, -.024
0.013,   0.1, 0.875, .5625, .0383, -.132, -.049, -.162, -.053, -.109, -.185, .0334, -.127, -.072, -0.11, -.039
0.013,   0.1, .4375,  0.75, .0538, -.128, -.009, -.022, .0106, -.077, -0.13, .0893, -.072, .0344, -.098, -.099
0.013,   0.1,  0.75, .6875, 0.038, -.125, .0003, -.156, -.085, -0.13, -.271, .0295, -.091, .0113, -.094, -.133
0.013,   0.1, .4375,   0.5, -.005, -0.13, -.029, -.176, 0.049, -.097, -.039, -.049, -.138, .0585, -.071, -.066
0.013,   0.1, .5625, .8125, .0611, -.155, -.026, -.117, .0114, -0.04, -.173, .0258, -.149, -0.06, -.101, -.025
0.013,   0.1,   0.5, 0.625, -.003, -.106, .0393, -.059, .0486, -.033, -.075, .0894, -.055, .0352, -.089, -.024
0.013,   0.1,  0.75, .6875, .1568, -.156, -.068, -0.24, -.086, -.137, -.116, .0983, -.143, -.059, -.199, -.048
0.013,   0.1,  0.75, 0.625, .0528, -0.13, .0165, -.124, -.033, -.165, -.164, -0.07, -.171, -.032, -.108, -.076
0.013,   0.1, .4375, .6875, .0306, -.143, .0163, -.116,  -0.1, -.095, -.113, .0409, -.158, .0045, -.137, -.053
0.013,   0.1, 0.875, .6875, 0.089, -.168, -.032, -.161, -.127, -.204, -.202, -.041, -.153, -.006, -.129, -.081
0.013,   0.1, .6875, 0.875, -.032, -.124, -0.03, -0.08, -.104, -.084, -.165, 0.035, -.171, -.035, -.135, -0.14
0.013,   0.1,  0.75, .6875, 0.049, -.185, -.029, -.172, -.049, -.164, -.151, -0.03, -.152, -0.11, -.197, -.175
0.013,   0.1, .8125, .5625, .0725, -.172, .0257, -.176, -.139, -.148, -.182, -.095, -.172, -.075, -.136,  -0.0
0.013,   0.1, .8125, .6875, .0185, -.103, -.047, -.102, -.046, -.115, -.132, .0574, -.124, -.044, -.105, -.065
0.013,   0.1,  0.75,  0.75, .0452, -.193, -0.02, -0.27, -.065, -.124, -.136, 0.034, -.235, -.098, -.152, -.066
0.013,   0.1, .6875, .8125, .0112, -.187, -.031, -0.21, -.117, -.195, -0.21, .0927, -0.19, -.006, -.157, -.087
0.013,   0.1, .8125,  0.75, .0757, -.112, -.004, -.219, -.068, -.115, -.124, .0523, -.101, -.024, -.128, .0099
0.013,   0.1, 0.625, .5625, -.014, -.128, .0906, -.218, -.099, -0.17, -.141, .0049, -.183, -.006, -.114, -.109
0.013,   0.1, 0.625,  0.75, -.002, -0.14, -.045, -.109, -.064, -.107, -.147, .0184, -.187, -.004, -.137, -.093
0.013,   0.1, .6875, .6875, .0385, -.086, .0373, -.123, -.036, -.094, -.095, .0493, -.087, -0.04, -.032, -.018
0.013,   0.1, .6875, .5625, .0306, -.111, .0482, -.056, -.076, -.129, -.148, .0841, -.113, -.001, -.114, -.006
0.013,   0.1, 0.625, .6875, -.028, -0.12, 0.003, -.116, .0448,  -0.1, -.108, .0677, -.113, -0.08, -.132, -.001
0.013,   0.1, .6875, .4375, 0.068, -.123, .0089, -.158, -0.08, -.087, -.097, -.029, -0.13, -.019, -.111, -.021
0.013,   0.1, .6875, .5625, 0.032, -.033, .0223, -.048, -.009, -.006, -.032, .0603, -.038, .0466, -.063, -.017
0.013,   0.1,  0.75, .5625, .0046, -.161, .0329, -.138, -.136, -.115, -.163, -.008, -0.11,  0.01, -.145, -0.05
0.013,   0.1, .4375, .4375, .0794,  -0.1, -.025, -0.15, -.083, -.105, -.133, .0305, -.179, .0008, -.069, .0387
0.013,   0.1, .8125,  0.75, .0248, -.128, 0.019, -.132, -.034, -.083, -.169, -.005, -.108, -.026, -.129, -.068
0.013,   0.1, .6875, .6875, 0.006, -.118, .0097, -0.09,  -0.1, -.128, -.122, .1173, -.139, .0137, -.106, -.057
0.013,   0.1, 0.625, .6875, .0656, -.192, -.017, -.172, -.065, -.137, -.176, -.003, -.067, -.013, -.165, -.053
0.013,   0.1, .4375, .6875, -.008, -.099, .0004, -.152, -.069, -.091, -.158, .1127, -.091, -0.03, -0.15, -.016
0.013,   0.1, .4375, .4375, -.004, -.069, -.028, -.066, -.093, -.141, -.131, .0457, -.113, -.046, -0.09, -.012
0.013,   0.1, .6875, .6875, .0019, -.213,  0.02, -.192, -.113, -.133, -.113, -.034, -.165, -.025, -.116, -.136
0.013,   0.1, .6875,  0.75, .0463, -.116, -.015, -.102, -.091, -.064, -.129, .0149, -.111, -.018, -.142, -.093
0.013,   0.1, .8125, 0.625, .0435, -.101, .0074, -.073, -.139, -.056, -.115, .0867, -.068, -.022, -.093, -.004
0.013,   0.1, .8125,   0.5, .0076, -.251, -.042, -.172, -.088, -.179, -.197, -.091, -.126, -.025, -.218, -.132
0.013,   0.1, .5625, .5625, .0313, -.148, .0607, -.122, -0.03, -.094, -.054, -.072, -.096, -.022, -.065, -0.07
0.013,   0.1, .8125,  0.75, .0554, -.202, -.041, -.246, -.096, -.163, -.258,   0.0, -.167, -0.05, -0.24, -.108
0.013,   0.1, 0.625, .6875, .0083, -.093, .1113, -.074, -.029, -.044, -.104, .0158, -.011, .0542, -.102, -.011
0.013,   0.1, .3125, .6875, -0.03, -0.11, -.013, -.106, .0353, -.112, -.078, -.012, -.181, -.088, -.122, -.091
0.013,   0.1, .9375, 0.625, 0.063, -.101, .0125, -.083, -0.03, -.097, -.117, .0503, -.102, -0.04, -.073, -.067
0.013,   0.1, 0.625, 0.375, .0006, -.053, -.063, -.079, .0113, -.148, -.144, -.053, -.077, -.001, -.084, -.065
0.013,   0.1,  0.75, .8125, .0352, -.233, .0348, -.193, -.144, -.193, -.132, .0313, -.133, -.036, -.157, -.252
0.013,   0.1, .8125, .5625, .0016, -.113, -.051, -0.11, -.013, -.087, -.131, 0.013, -.057, -0.01, -.124, -.088
0.013,   0.1,   0.5, .5625, 0.024, -.113, -.011, -.012, -.016, -.004, -0.02, .0563, -.056, -.015, -.024, .0022
0.013,   0.1, .5625, .5625, .0125, -.063, .0145, -0.16, -.055, -.059, -.164, .0203, -.106, -.031, -.104, -.006
0.013,   0.1,  0.75, .9375, .0925, -.248, .0261, -.169, -.091, -.196, -.196, .0999, -.225, -.068, -.154, -.109
0.013,   0.1, .6875,  0.75, -.058, -.152, -.019, -.111, -.053, -.134, -.137, .0489, -.111, -.052, -.094, -.037
0.013,   0.1, 0.875, .6875, 0.063, -.282, .0549, -.242, -.095, -.163, -0.25, -.005, -.186, -.047, -.134, -.016
0.013,   0.1, 0.375, 0.625, -.001, -0.09, -.048, -.087, -.038, -.065, -.057, .0562, -0.06, .0007, -.039, -.103
