Alpha, EGS, ChooseA, AvoidB, PickA, PickB, PickC, PickD, PickE, PickF, DontPickA, DontPickB, DontPickC, DontPickD, DontPickE, DontPickF
0.012,   0.1,  0.75, .4375, .0702, -.105, -.013, -.149, -.039, -.154, -.141, -.046, -.123, 0.019, -.095, -.118
0.012,   0.1,  0.75,   0.5, .0185, -.229, .0195, -.077, -.096, -.162, -.121, -.043, -.117, .0275, -.074, -.026
0.012,   0.1, .4375, 0.875, .0027, -.149, -.052, -.104, .0199, -.137, -.078, .0513, -.061, -0.04, -.027, -0.02
0.012,   0.1, .1875, .5625, .0095, -.081, .0313, -.112, -0.08, -.117, -.086, .0015, -.107, -.049, -.055, .0023
0.012,   0.1, .5625, 0.625, .0105, -.098, .0054, -0.07, -.056, -.102, -.088, .0439, -.047, -.002, -.105, -.051
0.012,   0.1,  0.75, .6875, .0363, -.096, -.004, -.118, -.126, -.096, -.052, .0664, -.051, .0222, -.087, 0.011
0.012,   0.1, .6875, 0.625, -.023, -.152, .0012, -.106, -.037, -.129, -.154, -.055, -.184, -.051, -.049, -0.05
0.012,   0.1, .6875, .5625, -.011, -.162, -.036, -.178, -.153, -.147, -.165, .0781, -.129, -.075, -.171, -.116
0.012,   0.1, .5625, .6875, -.005, -.143, -0.02, -.203, -.027, -.192, -.187, -.028, -.179, -.008, -.201, -.105
0.012,   0.1, .5625, .5625, .0081, -.139, -.035, -.108, -.033, -.088, -.092, -.014, -.071, -.005, -.099, -.051
0.012,   0.1, 0.625, .6875, -0.04, -.182, -.048, -0.13, -.065, -.099, -.137, .0567, -.047, -0.01, -.073, -.038
0.012,   0.1, 0.625, 0.375, .0054, -.071, -.016, -.081, -.073, -.078, -.127, .0025, -.117, .0198, -.047, -.061
0.012,   0.1, 0.875, .5625, .0655, -.112, -.026, -.089, .0138, -.068, -.113, -.015, -.059, .0029, -.061, -.059
0.012,   0.1, .6875,  0.75, -.004, -.115, -.027, -.114, .0001, -.178, -.119, .0643, -.081, -.019, -0.08,  -0.1
0.012,   0.1, 0.625, 0.625, .0349, -.113, .0444, -.124, .0028, -.125, -.148, 0.062, -.112, -.021, -.046, -.005
0.012,   0.1,   0.5, .5625, -.061, -.128, .0537, -.148, -0.11, -.142, -.182, .0216, -.169, -.021, -.158, -.072
0.012,   0.1, .6875, .8125, .0464, -.119, -.026, -.098, -.058, -0.08, -0.14, .0628, -.075, -.087, -.092, -.134
0.012,   0.1, 0.625, .6875,  0.03, -.131, -.007, -.062, -.099, -.118, -0.13, .0742, -0.13, .0517, -.155, -.057
0.012,   0.1, 0.625,   0.5, .0211, -.073, .0092, -.123, -.036, -.087, -.046, .0139, -.106, .0207, -.064, -.005
0.012,   0.1, .6875,  0.75, .0575, -.112, .0071, -.162, -.028, -.116, -.108, .0832, -.082, -0.02, -.065,  -0.1
0.012,   0.1, .6875,   0.5, .0183, -0.08, .0341, -.104, -.064, -.121, -.066, .0483, -.055, -.038, -.089, -.053
0.012,   0.1,  0.75, .6875, .0758, -.193, -.005, -.183, .0523, -.087, -.132, .0096, -.162, 0.019, -.076, -.064
0.012,   0.1, .5625, .6875, .0447, -.054, -.005, -.087, -.077, -.102, -.094, .0381, -.055, -.018, -.065, -.078
0.012,   0.1,  0.75, .5625, .0326, -.147, .0246, -0.07, -0.07, -0.05, -.089, -.039, -.033, .0594, -.063, -.038
0.012,   0.1, .6875, .6875, .0538, -.178, -.089, -.138, -.031, -.059, -.142, .0027, -.157, -.142, -.078, -.105
0.012,   0.1, .4375, .4375, -0.02, -.083, -.057, -.144, -.058, -.115, -.125, .0245, -.122, .0171, -.074, -.018
0.012,   0.1,  0.75, .5625, .0019, -.147, 0.049, -.098, .0062, -.085, -.103, .0035, -.121, -.033, -.061, -.061
0.012,   0.1, .5625, .5625, .0536, -.113, 0.017, -.142, -.099, -.046, -.095, -.022, -.114, 0.003, -.095, -.057
0.012,   0.1,  0.75,  0.75, .0265, -0.19, -.038, -.154, -.005, .0126, -.147, -.004, -.115, 0.006, -.086, -.072
0.012,   0.1, .6875,   0.5, .0254, -.151, -.055, -.155, -.153, -.192, -.208, .0325, -.154, -.025, -.174, -.079
0.012,   0.1, 0.625, .6875, .0549, -.096, -.062, -.125, -.096, -.166, -.097, .0583, -.058, .0435, -.142, -.085
0.012,   0.1, 0.875,  0.75, -.012, -.097, -.097, -0.13, -.091, -.131, -.066, .0428, -.134, .0112, -.083, -.094
0.012,   0.1, .6875, .5625, .0669, -.063, -.039, -.117, .0087, -.137, -.119, -.013, -.085, -.003, -.073, -.088
0.012,   0.1,  0.75, 0.375, -.004, -.119, -.018, -.128, -.066, -.126, -.091, -.082, -.121, -0.03, -.139, -.007
0.012,   0.1, .6875, .8125, .0259, -0.18, -.054, -.093, -.136, -.162, -.142, .0846, -0.18, -.072, -0.11, -.101
0.012,   0.1,  0.75, .5625, -.066, -0.08, -.029, -.112,  -0.1, -.129, -.129, -.024, -.078, .0058, -.112, -.058
0.012,   0.1, 0.625, .9375, .0973, -.193, .0254, -.175, -.177, -.225, -.216, .0431, -.164, -.074, -.176, -.141
0.012,   0.1, .5625, .5625, .0148, -.037, .0058, -.067, -0.04, -.089, -.114, -.011, -.089, -.008, -.115, -.036
0.012,   0.1, 0.875,  0.75, .0099, -.185, -.071, -.132, -.102, -0.15, -.203, -.032, -.121, -.114, -.115, -.086
0.012,   0.1,  0.75, 0.625, -.057, -.174, -0.05, -0.16, -0.08, -.157, -0.15, .0747, -.104, -.086, -.124, -.036
0.012,   0.1, 0.625, 0.375, .0003, -.062, -.015, -.138, -.073, -.071, -.063, -.008, -.085, .0363, -.092, -.047
0.012,   0.1, .6875,  0.75, .0098, -.121, -0.06, -.049, -.099, -.161, -.129, .0822, -.064, .0061, -.077, -.076
0.012,   0.1, .6875, .5625, .0126, -.175, .0209, -.149, -.093, -.192, -.233, -.073, -.212, -.062, -0.09, -0.07
0.012,   0.1, 0.625, 0.875, .0253, -.161, .0004, -.165, -.123, -.186, -.131, .1091, -.158, -.015, -.134, -.035
0.012,   0.1,  0.75, .5625, -.003, -.107, -.019, -.158, -.073, -.074, -.123, .0396, -.183, -.043, -.065, -.091
0.012,   0.1, 0.875,   0.5, .0538, -.086, -.031, -.098, -.033, -.081, -.102, .0209, -.107, .0181, -.107, -.067
0.012,   0.1, .6875, .6875, .0736, -.143, .0503, -.075, -.079, -.131, -.126, .0768, -.102, -.088, -.129, -.056
0.012,   0.1, .6875, .4375, .0391, -.105, .0518, -.098, -0.05, -.091, -.098, -.009, -.067, .0064, -.015, .0044
0.012,   0.1, .8125, .6875, -.026, -.176, -.086, -.148, -.112, -.206, -.124, .0051, -.158, .0422, -.168, -.106
0.012,   0.1, 0.625, 0.625, .0211, -.093, .0154, -.096, -.055, -.033, -.033, .0875, -.111, -.003, -.022, .0315
0.012,   0.1, .5625, .8125, .0528, -.154, -.039, -.108, -.025, -.131, -.073, -.021, -.031, -.001, -.105, -0.02
0.012,   0.1, .8125,  0.75, .0168, -.151, .0197, -.112, -.092, -.139, -.143, .0198, -.118, -.049, -.106, -.045
0.012,   0.1, 0.625, .6875, -.017, -.062, -.031, -.098, -.068, -.089, -.088, .0009, -.049, -.038, -.075, .0139
0.012,   0.1, .8125,  0.75, -0.03, -.132, -.072, -.148, -.104, -.148, -.152, 0.036, -.138, .0132, -.115, -.033
0.012,   0.1, 0.625,  0.75, .0459, -.122, -.006, -.109, -.008, -.085, -.128, .0726, -.025, .0005, -0.05, .0085
0.012,   0.1, .9375, .4375, .0389, -.152, -.001, -.173,  -0.1, -.174, -.151, .0042, -.148, 0.014, -.042, -.082
0.012,   0.1, 0.625,  0.75, .0472, -.152, -0.03, -0.17, -0.06, -.116, -.091,  0.02, -.165, -.002, -.079, -.118
0.012,   0.1,  0.75, .5625, .0473, -.117, -.049, -.103, -.127, -.157, -.085, .0307, -.231, -.072, -.122, -.076
0.012,   0.1, .6875, .6875, .0525, -.134, -.093, -.158,  -0.2, -.137, -.119, .0209, -.162, -.016, -.127, -.057
0.012,   0.1, 0.625, .5625, .0362, -.106, .0297, -.087, -.088, -.023, -.109, .0193, -.006, -0.02, -.065, -.031
0.012,   0.1, .5625,   0.5, -.003, -.027, -0.01, -.071, .0249, .0026, -.044, .0148, -.024, .0117, 0.018, -.016
0.012,   0.1,  0.75,   0.5, .0482, -.086, .0178, -.047, -.139, -.095,  -0.2, -.065, -.157, -.007, -.107, .0037
0.012,   0.1, 0.625, .4375, .0017, -0.14, .0291, -.114, -.109, -.109, -.139, .0042, -.142, -.007, -.052, -.043
0.012,   0.1, 0.875, 0.625, .0554, -.092, -.028, -.121, -.079, -.096, -.145, .0035, -.155, -.075, -.081, -.053
0.012,   0.1, .8125, 0.875, .0365, -0.09, .0573, -.107, -.013, -.018, -.089, .0603, -.109, -.036, -.064, .0153
0.012,   0.1, 0.625, .6875, .0376, -0.15, -.011, -0.14, .0086, -.093, -.163, .0131, -.153, -.043, -.046, -.039
0.012,   0.1, .8125,   0.5, .0685, -.195, -.007, -.196, -.038, -.051, -.156, -.039, -.196, .0534, -.117, -.074
0.012,   0.1, .5625, .6875, .0246, -0.15, -.048, -.085, -.059, -.122, -.097, .0457, -.114, .0231, -.112, -.051
0.012,   0.1, .6875, .6875, .0592, -.132, .0258, -.108, .0143, -.105, -.142, -.018, -.098, -.031, -.133, -.022
0.012,   0.1, .6875, .8125, .0362, -.113, -.038, -.049, 0.003, -.051, -.096, .0398, -.084, .0164, -.039, .0025
0.012,   0.1, .6875,  0.75, -.084, -.123, -.071, -.082, -.062, -.169, -.151, .1138, -.098, -.029, -.079, -.023
0.012,   0.1, .8125, .5625, .0972, -.172, -0.07, -.194, -.207, -.145, -.174, .0829, -.145, -.037, -0.16, -.122
0.012,   0.1, .5625,  0.75, .0719, -.124, -.054, -.039, -.098, -.051, -0.08, -.003, -0.12, .0114, -.168, .0105
0.012,   0.1, .9375,   0.5, .0927, -0.19, -.031, -.213, -.053, -.156, -.189, .0108, -.146, .0163, -.212, -.111
0.012,   0.1, .6875, .4375, 0.038, -0.01, -.028, -.046, -0.04, -.045, -0.06, .0194, -.035, -.004, -.041, -.033
0.012,   0.1, .6875, .6875, .0099, -.054, -.015, -.132, -.068, -0.11, -.056, .0354, -.083, .0016, -.054, -.016
0.012,   0.1, 0.625,  0.75, .0946, -.156, -.013, -.116, -.097, -0.07, -.119, 0.052, -.111, -.022, -0.17, -.095
0.012,   0.1, .8125, .4375, -.006, -.185, -.058, -.158, -.074, -.098, -.172, .0382, -.091, -.025, -.089,  -0.0
0.012,   0.1,   0.5, 0.875, -.001, -.231, 0.008, -0.15, -.103, -.032, -.186, -.075, -.089, -.096, -.023, -.049
0.012,   0.1, 0.875, .9375, .0457, -.161, -.006, -.101, -.083, -.176, -.123, .0956, -.093, -.052, -.112, -.075
0.012,   0.1, .5625,  0.75, .0272, -.082, -.047, -.095, -.041, -.052, -.086, .0087, -.092, -0.03, -.106, -.088
0.012,   0.1,  0.75, .6875, .0691, -.119, -.003, -.095, -0.05, -.146, -.079, .0549, -.033, .0085, -.088, -.073
0.012,   0.1, 0.875,  0.75, .0295, -.099, .0136, -.127, -.097, -.112, -0.13, .0569, -.087, -.012, -.014, -.007
0.012,   0.1, .6875, 0.625, .0049, -.106, -0.05, -.129, -.052, -.129, -.114, .0649, -0.17, .0289, -.098, -.075
0.012,   0.1, .6875, 0.625, .1236, -.152, .0342, -0.09, -.046, -.094, -.088, .0131, -0.08, -.029, -0.06, -.063
0.012,   0.1, .5625, 0.625, .0182, -0.07, .0154, -.091, -.006, -.116, -.057, .0313, -.087, .0316, -.079, -.036
0.012,   0.1, 0.375,   0.5, -.023, -.159, -.002, -.051, -.008, -0.06, -.078, .0221, -.029, -.002, -.091, .0293
0.012,   0.1, .6875, .5625, .0065, -0.16, .0096, -.029, -.035, -.118, -.093, .0054, -.133, .0523, -.089, -.064
0.012,   0.1,   0.5,  0.75, .0014, -0.07, .0247, -0.03, -0.04,  -0.0, -.034, .0152, -.088, -.044, -.001, -.029
0.012,   0.1, .5625, .5625, .0051, -.027, .0179, -.018, -.063, -.019, -.029, .0535, -.013, .0149, -.004, .0193
0.012,   0.1, 0.625, .5625, .0448, -.104, .0091, -.085, -.027, -0.07, -.063, .0121, -.132, -.017, -.075, -0.03
0.012,   0.1, .8125, .8125, .1127, -.112, -.022, -.131, -.056, -.122, -0.17, .0446, -0.13, .0719, -.094, -.101
0.012,   0.1, .6875,   0.5, -0.05, -.064, -.022, -.055, -.021, -.071, -.071, 0.012, -0.07, .0598, -.074, -.072
0.012,   0.1, 0.625,  0.75, -.057, -.183, -.093, -.154, -.095, -.149, -0.14, .0116, -.163, -.016, -.171, -.127
0.012,   0.1, 0.375, .5625, -.006, -.084, .0473, -0.08, -.036, -.079, -.097, .0629, -.101, -.015, -.095, -.079
0.012,   0.1,   0.5,  0.75, -.018, -.096, -.029, -.195, -.032, -0.14, -.064, .0783, -.066, .0128, -.088, -.028
0.012,   0.1, .5625, 0.625, -.025, -.105, .0127, -.046, -.063, -.061, -.064, .0272, -.105, .0487, -.044, -.066
0.012,   0.1, .8125,   0.5, .0674, -.091, 0.034, -.081, -.078, -.043, -.103, -.028, -.084, -.046, -.061, -0.05
0.012,   0.1, .6875, 0.625, -.004, -0.18, -.058, -.101, -.066, -.133, -.145, .0447, -.156, -.061, -.166, -.065
0.012,   0.1, 0.625, 0.625, -.021, -0.19, -.043, -.151, -.145, -.156, -.086, .0066, -.132, -.017, -.133, -.141
0.012,   0.1, .5625, .6875, .0301, -.055, .0013, -.067, -.031, -.056, -.029, .0337, -.099, .0041, -.084, -.049
0.012,   0.1, 0.625, 0.625, .0094, -.119, .0074, -.071, .0021, -0.01, -.077, .0692, -.085, -.067, -.038, .0151
0.012,   0.1,  0.75, .8125, .0456, -.202, -.071, -.204, -.108, -.164, -.202, .1167, -.211, -.114, -.177, -.081
0.012,   0.1, .5625,  0.75, .0331, -.122, 0.017, -.176, -.093, -.128, -0.13, .0087, -0.11, -.014, -.207, -0.02
0.012,   0.1, .6875, .9375, .1148, -.193, .0644, -.131, -.082, -.119, -.158, .1218, -.111, .0266, -.164, -.128
0.012,   0.1, .9375,   0.5, .1753, -.124, -.009, -.244, -.105, -.275, -.155, .0283, -.183, -.004, -.145, -.039
0.012,   0.1, 0.625,  0.75, -.022, -.046, 0.011, -.048, -.057, -.132, -.069, .0447, -.028, .0506, -.088, -.083
0.012,   0.1, .5625, .8125, .0029, -.182, .0057, -0.06, -.084, -.145, -.116, .0604, -.099, .0151, -.118, -.045
0.012,   0.1,  0.75, 0.625, .0378, -.129, .1038, -.091, -.028, -.189, -.183, .0337, -.081, -.025, -.142, -0.05
0.012,   0.1, .4375,   0.5, -.017, -.198, .0872, -.172, -.058, -.102, -.168, -0.01, -.119, -.069, -.101, .0299
0.012,   0.1, .6875, 0.625, .0648, -.052, -.043, -.061, -0.05, -.042, -.121, .0014, -.047, 0.028, -.093, .0057
0.012,   0.1, 0.625,  0.75, .0194, -.136, -.092, -.267, -.056, -.129, -.172, .0994, -0.12, -.046, -.104, -.012
0.012,   0.1,  0.75, .5625, -.005, -.155, -.068, -.204, -.169, -.159, -.206, .0082, -.209, -.055, -.169, -0.05
0.012,   0.1, 0.625, 0.375, -.033, -.102, -.011, -.081, -.059, -.138, -.136, .0087, -.072, .0085, -.106, -0.02
0.012,   0.1,   0.5, 0.625, -.038, -.185, .0493, -.139, -.057, -.142, -0.09, .0335, -.062, .0081, -.124, -.053
0.012,   0.1,  0.75, .9375, .0815, -.118, -.003, -.065, -.013, -.092, -.092, .0261, -.082, -.073, -.096, -.066
0.012,   0.1, .8125,  0.75, .0184, -.136, -.014, -.079, -.041, -.045, -.096, -.006, -.072, -.095, -0.11, -.009
0.012,   0.1, 0.625,  0.75, .0113, -.102, -.051, -.098, -.022, -.057, -.086, .0861, -.072, .0413, -.111, -.023
0.012,   0.1, .5625, .6875, .0529, -.121, -.044, -.185, -.019, -.108, -.079, .0828, -.145, -.014, -.045, -.037
0.012,   0.1, .6875, 0.625, -.002, -.112, 0.021, -.125, .0377, -.017, -.147, .0297, -.121, -.005, -0.04, -.055
0.012,   0.1, .4375, .4375, .0206, -0.07, .0307, -.029, -.001, -.052, -.052, .0161, -.064, -.006, -.062, -.001
0.012,   0.1, 0.625, .8125, .0334, -.182, -.059, -.142, -.053, -.123, -.124, .0043, -.072, .0164, -.214, -.086
0.012,   0.1, .5625, .6875, -.001, -.167, -.043, -.136, -.063, -.019, -.121, -.034, -.143, -.117, -.109, -.086
0.012,   0.1, .5625, .8125, .0356, -.179, .0357, -.168, -.035, -.139, -.123, .0133, -.094, -.029, -.109, -.088
0.012,   0.1,   1.0, .6875, .0685, -0.09, -.024, -.097, -0.05, -.057, -.114, .0317, -.082, .0121, -.019, -.035
0.012,   0.1,  0.75,   0.5, -.001,  -0.1, 0.019, -.064, -0.04, -.065, -0.08, .0531, -0.14, -.038, -.074, -.043
0.012,   0.1, .5625,   0.5, -.032, -.119, .0115, -.094, -.043, -.137, -.124, -.027, -.119, .0135, -.114, -.045
0.012,   0.1, 0.875,   1.0, .0583, -.137, -.057, -.184, -.081, -.186, -.209, .1491, -.166, -.102, -.215, -.066
0.012,   0.1,   0.5,  0.75, .0509, -.058, .0346, -0.04, -0.02, -.072, -.078,  0.09, -.081, -.044, -.046, -0.03
0.012,   0.1, .8125, .4375, 0.047, -.092, -0.02, -.106, -.072, -.075, -.046, .0262, -.094, .0243, -.021, -.053
0.012,   0.1, .4375,   0.5, -.005, -.182, -.032, -.152, -.049, -.102, -.178, -.001, -0.13, -.072, -.067, -.075
0.012,   0.1,  0.75,  0.75, 0.121, -.132, -0.08, -.152, -.046, -0.16, -.171, .0171, -.146, -.108, -.217, -.087
0.012,   0.1, 0.625,  0.75, -.007, -.103, -0.05, -.132, -.056, -.111, -.088, -0.01, -.108, -.035, -.038, -.001
0.012,   0.1, .3125,   0.5, -.046, -.135, -.006, -.112, 0.006, -.051, -.071, .0531, -.084, .0003, -.082, -.025
0.012,   0.1, 0.625, 0.625, -.017, -.095, -.071, -.082, -.019, -.028, -.095, .0155, -0.06, -.025, -.087, -0.02
0.012,   0.1, 0.625, .5625, -0.03, -.182, -.103, -.147, -.071, -.147, -.188, -.029, -.165, .0137, -.219, -.122
0.012,   0.1, 0.875, .6875, .0493, -.078, -.045, -.156, -.065, -.036, -.112, .0361, -.063, .0269, -.083, -.038
0.012,   0.1, .4375,  0.75, -.011, -.104, .1037, -.081, -.047, -.081, -.145, .0862, -.096, .0602, -0.15, -.045
0.012,   0.1, .6875,  0.75, -.034, -.156, -.016, -.175, -.016, -.088, -.149, .0519, -.142, -0.09, -.095, -.062
0.012,   0.1, .4375, 0.625, -.033, -.131, .0017, -.134, -.023, -.126, -.105, .0489, -.122, -.075, -.118, -.056
0.012,   0.1,   0.5, .6875, .0056, -.133, -.041, -.122, -0.01, -.128, -.099, 0.014, -.161, .0031, -.136, -.129
0.012,   0.1, 0.625, .4375, .0278, -0.11, -.026, -.138, -.004, -.121, -0.14, -.015, -.023, -.045, -.051, -.013
0.012,   0.1, .5625, 0.625, .0068, -.185, -.007, -.177, -.023, -.064, -0.12, -.036, -.187, -.037, -.189, -.027
0.012,   0.1, .5625, .8125, .0056, -.128, -.025, -.207, -.061, -.063, -.078, 0.098, -.104, -.003, -.082, -.068
0.012,   0.1, 0.625, .6875, -.002, -.143, .0012, -0.16, -.079, -.124, -.153, -.009, -.119, -.049, -.093, -.021
0.012,   0.1, 0.625,  0.75, .0253, -.197, .0049, -0.12, -.103, -.181, -.152, .0443, -.124, -.068, -.189, -.043
0.012,   0.1,   0.5, .6875, 0.026, -.125, .0522, -.105, -.076, -.107, -.121, .0221, -.095, .0341, -.138, -.085
0.012,   0.1, .4375, .5625, -.041, -.195, -.024, -.069, -.044, -.134, -.133, .0071, -.125, .0158, -.082, -.103
0.012,   0.1, .5625,  0.75, .0698, -.086, .0482, -.056, -.011, -0.12, -.096, 0.012, -.107, -.012, -.083, -.022
0.012,   0.1,  0.75, .4375, .0372, -.152, -.065, -.134, -.077, -.121, -.188, -.014, -0.16, -.047, -.086, -.022
0.012,   0.1, .8125, .6875, .0857, -.193, -.064, -.121, -.108, -0.15, -.176, .0856, -.107, -.034, -0.18, -.107
0.012,   0.1, .6875, .6875, -.009, -.136, -0.08, -0.22, -.041, -0.15, -.181, 0.066, -.124, -.033, -.062, -.043
0.012,   0.1,   0.5,   0.5, .0352, -.011, -.037, -.052, -.026, -.046, -.046, -.022, -.021, -.042, -.043, -.025
0.012,   0.1, .6875, .6875, -.007, -.123, -.077, -.102, -.053, -.055, -.162, .0386, -.076, 0.068, -.079, -.075
0.012,   0.1, .8125,   0.5, .0756, -.144, -.026, -.163, -.046, -.133, -.186, -.092, -.092, .0288, -.082, -0.09
0.012,   0.1, .5625, .5625, .0412, -.178, .0058, -.121, -.112, -0.11, -.118, -.002, -.113, -.015, -0.17, -.064
0.012,   0.1, .5625, .6875, .0285, -.092, .0155, -.079, -.022, -.055, -.115, .0431, -.081, -.013, -.124, -.008
0.012,   0.1,  0.75, .6875, -0.04, -0.12, -.007, -.065, -.117, -.093, -.195, .0364, -.093, .0838, -.129,  -0.1
0.012,   0.1, .6875, .6875, -.009, -.136, -.035, -.166, -.105, -.105, -.193, 0.061, -.172, -.068, -.112, -.041
0.012,   0.1, .5625,  0.75, .0254, -.111, 0.056, -.066, -.028, -.136, -.119, .0546, -.091, -.049, -.087, .0144
0.012,   0.1, 0.625,   0.5, -.027, -.145, .0221, -.103, -.066, -0.13, -.148, -.003, -.062, -.072, -.161, .0129
0.012,   0.1, .6875, 0.625, .0523, -.112, .0583, -.085, -.054, -.065, -.068, .0032, -.091, -.062, -.078, -.089
0.012,   0.1, .6875,   0.5, .0652, -0.08, -.006, -.104, -.082, -.098, -.095, 0.072, -.069, 0.025, -.091, -.066
0.012,   0.1, .3125, .6875, -.002, -.098, .0152, -.096, -.071, -.092, -.072, .0384, -.119, -0.06, -.088, -.052
0.012,   0.1, .8125, 0.875, 0.024, -.162, .0025, -.171, -.069, -.083, -.161, .0114, -.161, -.054, -.125, -.097
0.012,   0.1,  0.75, 0.625, -.024, -.177, -.026, -.142, -0.06, -.133, -.149, .1138, -.111, .0266, -.088, .0099
0.012,   0.1,   0.5, .6875, .0274,  -0.1, -.007, -.156, -.045, -.129, -0.13, -.004, -.096, -0.01, -.131, -.042
0.012,   0.1, 0.625, 0.625, -0.06, -.149, .0093, -.089, -.036, -.094, -.115, .0709, -.129, .0152, -.061, -.005
0.012,   0.1,   0.5, 0.625, -.028, -.103, -.058, -.072, -.025, -.107, -.137, -.043, -.041, -.049, -.054, -.031
0.012,   0.1, .5625, .8125, -.013, -.204, -.085, -.151, -.126, -.083, -.191, .0802, -.216, .0092, -0.11, -.035
0.012,   0.1, .5625,  0.75, .0204, -.166, -.008, -0.15, -.079, -.151,  -0.1, .0798, -.248, .0274, -.122, -.075
0.012,   0.1,   0.5,  0.75, .1057, -.143, .0043, -.136, -0.06, -.095, -.049, .0905, -0.14, -.043, -.127, -.031
0.012,   0.1,  0.75, .6875, .0788, -.188, -.084, -.105, -0.09, -.206, -.146, -.001, -.112, -.022, -0.15, -.074
0.012,   0.1, .6875, 0.625, .0079, -.147, -.047, -0.21, -.147, -0.18, -.211, -.024, -.172, -.086, -.169, -.133
0.012,   0.1,   0.5, .4375, .0209, -.128, -.018, -.144, -.064, -.072, -.128, .0629, -.147, -0.05, -0.09, -.044
0.012,   0.1, .6875,  0.75, .0006, -.191, .0096, -.246, -.071, -.113, -0.19, .1098, -.194, -.104, -.114, -.096
0.012,   0.1,   0.5, .4375, .0161, -.123, .0209, -0.13, -.039, -.091, -.122, .0995, -.068, -0.03, -.091, -.069
0.012,   0.1, .6875, 0.875, -.025, -0.11, -.021, -.161, -.048, -.083, -.096, .0546, -.085, -.004, -.071, .0118
0.012,   0.1, 0.625, .6875, -.007, -.142, -.072, -.083, -.082, -.056, -.211, -.046, -.104, .0123, -.099, -.105
0.012,   0.1, .8125, .6875, .1249, -.193, -0.11, -.184, -.058, -.171, -.217, -0.04, -.189, -.092, -.164, -.031
0.012,   0.1, .5625, .6875, 0.011, -.078, .0325, -0.12, .0024, -.104, -.111, -.039, -.073, -.035, -.016, -.007
0.012,   0.1, .6875,  0.75, 0.044, -.221, -.051, -.187, -.183, -0.17, -.206, .0011, -.264, -.009, -.163, -.072
0.012,   0.1,  0.75, 0.625, .0746, -.098, -.049, -.152, -.095, -.111, -.132, .0056, -0.08, -.023, -.103, -.047
0.012,   0.1, .6875,   0.5, -0.02, -.102, -.037, -.075, -.019, -0.04, -.084, 0.015, -.058, .0204, -.052, -0.04
0.012,   0.1, .6875, 0.625, .0274, -.109, -.075, -.098, -.029, -.139, -.172, -.025, -.077, .0675, -.085, -.084
0.012,   0.1, .6875,  0.75, -.008, -.124, -.017, -.063, -.044, -.089, -.143, .0326, -.086, .0402, -.133, -.034
0.012,   0.1,   0.5,  0.75, .0192, -.136, .0185, -.022, -.074, .0057, -.057, .0481, -0.07, -.034, -.035, -.111
0.012,   0.1, .5625, .5625, .0647, -0.05, -.062, -.073, -.012,  -0.1, -.095, .0423, -.123, .0118, -.123, -.005
0.012,   0.1, .3125, 0.625, -.076, -0.09, -.036, -.118, -.043, -.067, -.062, .0733, -.115, -.025, -.129, -.045
0.012,   0.1, .3125, .4375, .0168, -.063, -.027, -.049, -.007, -.014, -.096, .0145, -0.05, -.045, -.088, -0.04
0.012,   0.1, .6875,   0.5, .0792, -0.12, -.063, -.152, .0019, -0.03, -.079, .0556, -.087, .0232, -.052, -.066
0.012,   0.1, .4375,  0.75, .0122, -.153, -.095, -0.08, -.061, -.068, -.063, .0476, -.111, .0043, -.041, 0.006
0.012,   0.1, .6875, .3125, -.005, -.052, -.001, -.029, .0102, -.011, -.036, .0232, -.052, .0192, -.039, -.002
0.012,   0.1,   0.5, .8125, .0082, -.064, -.032, -.086, .0134, -.073, -0.05, .0466, -.105, -.024, -.096, -.034
0.012,   0.1, .6875, .5625, .0151, -.149, -.012, -.137, -.048, -.096, -.098, -.002, -.116, -0.01, -.141, -.057
0.012,   0.1, .6875, 0.625, .0068, -.079, -.044, -.124, .0298, -.101, -.129, .0028, -.185, -.007, -0.13, -.056
0.012,   0.1, .6875, .6875, .0413, -0.12, .0065, -0.09, -.033, -.005, -.097, .0158, -.098, -0.02, -.113, -0.04
0.012,   0.1, .6875,   0.5, .0366, -.115, -.016, -.096, -.013, -.128, -.089, .0547, -.068, .0444, -.133, -.045
0.012,   0.1, 0.375, 0.625, .0175, -.103, .0458, -.084, -.015, -0.05, -.106, .0373, -.096, .0509, -.071, -.021
0.012,   0.1, .8125, 0.625, .0872, -.209, .0305, -.164, -0.11, -.124, -.184, .0115, -.149, .0132, -.144, -.104
0.012,   0.1,  0.75,  0.75, -.025, -0.12, -.076, -0.07, -.042,  -0.1, -.062, 0.065, -.105, -.057, -.089, -.045
0.012,   0.1,   0.5, .5625, -.019, -.147, .0517, -.112, -.014, -.142, -.147, .0544, -0.11, .0161, -.064, -0.06
0.012,   0.1,   0.5, .6875, .0204, -.156, .0204, -.089, -.005, -.073, -.118, -0.08, -.076,  -0.0, -.072, -.007
0.012,   0.1,  0.75, .5625, .0621, -.151, -.008, -.116, -0.07, -.066, -.168, -.072, -.083, -.057, -.141, -0.11
0.012,   0.1, 0.625, .6875, -.014, -.144, .0188, -.079, -.067, -.108, -.156, .0812, -.168, .0043, -.217, -.084
0.012,   0.1, .8125, .6875, -.032, -.115, 0.015, -.142, -.116, -.141, -.166, .0308, -.129, .0401, -.083, -.104
